Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_CDESC_MINION_CHAOSSATYR,,"After this minion's master {ACTION_defends} or {ACTION_provokes}, it sacrifices each {CONDNAME_MINION_CHAOSSATYR} to deal damage to enemies equal to 15% of its highest stat per stack. Maximum of 9 stacks. This minion is a Lesser Demon.",このしもべの主人が{ACTION_defends}または{ACTION_provokes}した後、各{CONDNAME_MINION_CHAOSSATYR}を生贄に捧げ、スタックごとに最も高いステータスの15%に等しいダメージを敵に与えます。最大9スタックまで。このしもべは下級悪魔です。,"Nachdem der Meister dieses Dieners {ACTION_defends} oder {ACTION_provokes}, opfert er jeden {CONDNAME_MINION_CHAOSSATYR}, um Feinden Schaden zuzufügen, der 15% seines höchsten Wertes pro Stapel entspricht. Maximum von 9 Stapeln. Dieser Diener ist ein Niederer Dämon.","Après que le maître de ce sbire {ACTION_defends} ou {ACTION_provokes}, il sacrifie chaque {CONDNAME_MINION_CHAOSSATYR} pour infliger aux ennemis des dégâts égaux à 15% de sa statistique la plus élevée par cumul. Maximum de 9 cumuls. Ce sbire est un Démon Mineur.","Después de que el maestro de este esbirro {ACTION_defends} o {ACTION_provokes}, sacrifica cada {CONDNAME_MINION_CHAOSSATYR} para infligir daño a los enemigos igual al 15% de su estadística más alta por acumulación. Máximo de 9 acumulaciones. Este esbirro es un Demonio Menor.","Após o mestre deste lacaio {ACTION_defends} ou {ACTION_provokes}, ele sacrifica cada {CONDNAME_MINION_CHAOSSATYR} para causar dano aos inimigos igual a 15% de seu atributo mais alto por acúmulo. Máximo de 9 acúmulos. Este lacaio é um Demônio Menor.","После того как хозяин этого прислужника {ACTION_defends} или {ACTION_provokes}, он жертвует каждого {CONDNAME_MINION_CHAOSSATYR}, чтобы нанести врагам урон, равный 15% от его наивысшей характеристики за каждый стак. Максимум 9 стаков. Этот прислужник является Малым Демоном.","Dopo che il padrone di questo servitore {ACTION_defends} o {ACTION_provokes}, sacrifica ogni {CONDNAME_MINION_CHAOSSATYR} per infliggere danni ai nemici pari al 15% della sua statistica più alta per stack. Massimo di 9 stack. Questo servitore è un Demone Minore.",在此僕從的主人{ACTION_defends}或{ACTION_provokes}後，它會犧牲每個{CONDNAME_MINION_CHAOSSATYR}來對敵人造成等同於其最高屬性值15%的傷害，每層疊加一次。最多可疊加9層。此僕從是一個次級惡魔。,当这个随从的主人{ACTION_defends}或{ACTION_provokes}后，它会牺牲每个{CONDNAME_MINION_CHAOSSATYR}来对敌人造成等同于其最高属性值15%的伤害，每层叠加一次。最多9层。这个随从是一个次级恶魔。,"이 하수인의 주인이 {ACTION_defends} 또는 {ACTION_provokes}한 후, 각 {CONDNAME_MINION_CHAOSSATYR}를 희생하여 스택당 자신의 가장 높은 능력치의 15%에 해당하는 피해를 적들에게 입힙니다. 최대 9 스택. 이 하수인은 하급 악마입니다.","Po tym, jak pan tego sługi {ACTION_defends} lub {ACTION_provokes}, poświęca on każdego {CONDNAME_MINION_CHAOSSATYR}, aby zadać wrogom obrażenia równe 15% jego najwyższej statystyki za każdy stos. Maksymalnie 9 stosów. Ten sługa jest Pomniejszym Demonem.","Після того, як господар цього прислужника {ACTION_defends} або {ACTION_provokes}, він жертвує кожного {CONDNAME_MINION_CHAOSSATYR}, щоб завдати ворогам шкоди, що дорівнює 15% від його найвищої характеристики за кожний стак. Максимум 9 стаків. Цей прислужник є Нижчим Демоном.","Nadat de meester van deze handlanger {ACTION_defends} of {ACTION_provokes}, offert het elke {CONDNAME_MINION_CHAOSSATYR} op om schade toe te brengen aan vijanden gelijk aan 15% van zijn hoogste statistiek per stapel. Maximum van 9 stapels. Deze handlanger is een Mindere Demon.","Bu uşağın efendisi {ACTION_defends} veya {ACTION_provokes} yaptıktan sonra, her {CONDNAME_MINION_CHAOSSATYR}'ı feda ederek düşmanlara yığın başına en yüksek istatistiğinin %15'i kadar hasar verir. Maksimum 9 yığın. Bu uşak bir Küçük İblis'tir."
L_GUILD_CHAOS,,Chaos Guild,カオスギルド,Chaos-Gilde,Guilde du Chaos,Gremio del Caos,Guilda do Caos,Гильдия Хаоса,Gilda del Caos,混沌公會,混沌公会,혼돈 길드,Gildia Chaosu,Гільдія Хаосу,Chaos Gilde,Kaos Loncası
L_GUILD_DEATH,,Death Guild,デスギルド,Todesgilde,Guilde de la Mort,Gremio de la Muerte,Guilda da Morte,Гильдия Смерти,Gilda della Morte,死亡公會,死亡公会,죽음의 길드,Gildia Śmierci,Гільдія Смерті,Doodsgilde,Ölüm Loncası
L_GUILD_LIFE,,Life Guild,生命ギルド,Lebensgilde,Guilde de la Vie,Gremio de la Vida,Guilda da Vida,Гильдия Жизни,Gilda della Vita,生命公會,生命公会,생명 길드,Gildia Życia,Гільдія Життя,Levensgilde,Yaşam Loncası
L_GUILD_NATURE,,Nature Guild,自然ギルド,Naturgilden,Guilde de la Nature,Gremio de la Naturaleza,Guilda da Natureza,Гильдия Природы,Gilda della Natura,自然公會,自然公会,자연 길드,Gildia Natury,Гільдія Природи,Natuurgilde,Doğa Loncası
L_GUILD_SORCERY,,Sorcery Guild,魔術師ギルド,Magiergilde,Guilde de Sorcellerie,Gremio de Hechicería,Guilda de Feitiçaria,Гильдия Колдовства,Gilda dei Maghi,巫術公會,巫术公会,마법사 길드,Gildia Magów,Гільдія Чаклунства,Magiërsgilde,Büyücülük Loncası
L_STATSLOT,,Stat Slot,ステータススロット,Statusplatz,Emplacement de stat,Ranura de estadística,Espaço de Atributo,Слот Статов,Slot Statistiche,能力值欄位,属性槽,스탯 슬롯,Miejsce na statystykę,Слот характеристики,Statistiekslot,Özellik Yuvası
L_TRICKSLOT,,Trick Slot,トリックスロット,Trickkarte,Emplacement de Ruse,Ranura de Truco,Slot de Truque,Слот Эффекта,Slot Trucco,詭計槽,诡计槽,트릭 슬롯,Slot Sztuczek,Слот Трюку,Trucslot,Hile Yuvası
L_TRAITSLOT,,Trait Slot,特性スロット,Eigenschaftsplatz,Emplacement de Trait,Ranura de Rasgo,Espaço de Característica,Слот Черты,Slot Caratteristica,特質欄位,特性槽,특성 슬롯,Miejsce na Cechę,Слот Риси,Eigenschap Slot,Özellik Yuvası
L_SPELLSLOT,,Spell Slot,スペルスロット,Zauberschlitz,Emplacement de sort,Espacio de Hechizo,Espaço de Magia,Слот Заклинаний,Slot Incantesimo,法術位,法术位,주문 슬롯,Miejsce na Zaklęcie,Комірка заклинання,Spreukslot,Büyü Yuvası
L_NETHERSLOT,,Nether Slot,ネザースロット,Nether-Slot,Emplacement du Néant,Ranura del Inframundo,Espaço Inferior,Слот Пустокамня,Slot dell'Etere,冥界槽,虚空槽,네더 슬롯,Slot Otchłani,Слот Пустоти,Nether Gleuf,Esfel Yuvası
L_RELIC_SURATHLI,,Arbiter,アービター,Schiedsrichter,Arbitre,Árbitro,Árbitro,Арбитр,Arbitro,仲裁者,仲裁者,중재자,Arbiter,Арбітр,Scheidsrechter,Hakem
L_RELIC_SURATHLI_EXT,,"Arbiter, Holy Shield of Surathli",アービター、スラスリの聖なる盾,"Schiedsrichter, Heiliger Schild von Surathli","Arbitre, Bouclier Sacré de Surathli","Árbitro, Escudo Sagrado de Surathli","Árbitro, Escudo Sagrado de Surathli","Арбитр, Священный Щит Суратли","Arbitro, Scudo Sacro di Surathli",仲裁者，蘇拉斯利的神聖之盾,仲裁者，苏拉斯利的神圣之盾,"중재자, 수라슬리의 신성한 방패","Rozjemca, Święta Tarcza Surathli","Арбітр, Священний Щит Суратлі","Scheidsrechter, Heilig Schild van Surathli","Hakem, Surathli'nin Kutsal Kalkanı"
L_RELIC_AZURAL,,Wintermaul,ウィンターモール,Wintermaul,Wintermaul,Wintermaul,Muralha de Inverno,Зимний Молот,Wintermaul,凜冬重槌,冬堡,윈터몰,Zimowy Młot,Зимовий Молот,Wintermaul,Kışkalesi
L_RELIC_AZURAL_EXT,,"Wintermaul, Great Hammer of Azural",ウィンターモール、アズラルの大槌,"Winterkeule, Großer Hammer von Azural","Hivermaul, Grand Marteau d'Azural","Invernal, Gran Martillo de Azural","Invernal, Grande Martelo de Azural","Зимний Молот, Великий Молот Азурала","Maglioinvernale, Grande Martello di Azural",冬凍重槌，艾祖拉爾的巨錘,冬寒重锤，艾祖拉尔的巨锤,"윈터몰, 아주랄의 대형 망치","Zimomłot, Wielki Młot Azurala","Зимовий Молот, Великий Молот Азурала","Wintermoker, Grote Hamer van Azural","Azural'ın Büyük Çekici, Kışbalyozu"
L_RELIC_TORUN,,ASSKICKER,アスキッカー,ARSCHTRETER,BOTTEUR DE CUL,PATEACULOS,CHUTADOR DE BUNDAS,ЖОПОДЁР,SPACCARAMAZZI,踢爆菊,踢屁股高手,엉덩이차기,DUPOKOP,НАДАВАЧ КОПНЯКІВ,KONTSCHOPPER,GÖTTEKMECI
L_RELIC_TORUN_EXT,,"ASSKICKER, SPARE BOOT OF TORUN",アスキッカー、トルンの予備ブーツ,"ARSCHTRETER, ERSATZSTIEFEL VON TORUN","BOTTEUR DE CUL, BOTTE DE RECHANGE DE TORUN","PATEACULOS, BOTA DE REPUESTO DE TORUN","CHUTACU, BOTA RESERVA DE TORUN","ЖОПОДЁР, ЗАПАСНОЙ САПОГ ТОРУНА","SPACCARETRO, STIVALE DI SCORTA DI TORUN",屁股踢手，托倫的備用靴子,踢屁者，托伦的备用靴,"엉덩이차기, 토룬의 여분 장화","DUPOKOP, ZAPASOWY BUT TORUNA","НАДАВАЧ КОПНЯКІВ, ЗАПАСНИЙ ЧОБІТ ТОРУНА","KONTSCHOPPER, RESERVELAARS VAN TORUN","GÖTTEKMELEYEN, TORUN'UN YEDEK BOT'U"
L_RELIC_AEOLIAN,,Prime & Ventus,プライム＆ヴェントゥス,Prime & Ventus,Prime & Ventus,Prime & Ventus,Prime & Ventus,Прайм и Вентус,Prime & Ventus,質元 & 風元,普莱姆与文特斯,프라임 & 벤투스,Prime & Ventus,Прайм і Вентус,Prime & Ventus,Prime & Ventus
L_RELIC_AEOLIAN_EXT,,"Prime & Ventus, Claws of Aeolian",プライム＆ヴェントゥス、イオリアンの爪,"Prime & Ventus, Klauen des Äolischen","Prime & Ventus, Griffes d'Éolien","Prime y Ventus, Garras de Aeolian","Prime & Ventus, Garras de Aeolian","Прайм и Вентус, Когти Эола","Prime & Ventus, Artigli di Eolo",普萊姆與溫特斯，伊奧利安之爪,普莱姆与文图斯，埃奥利安之爪,"프라임 & 벤투스, 에올리안의 발톱","Pierwotny & Wentus, Szpony Eolskie","Прайм і Вентус, Кігті Еолійські","Prime & Ventus, Klauwen van Aeolian","Prime & Ventus, Aeolian Pençeleri"
L_RELIC_EREBYSS,,Rosenthorne,ローゼンソーン,Rosenthorne,Rosenthorne,Rosenthorne,Rosenthorne,Розенторн,Rosenthorne,羅森索恩,罗森索恩,로젠쏜,Rosenthorne,Розенторн,Rosenthorne,Rosenthorne
L_RELIC_EREBYSS_EXT,,"Rosenthorne, Dark Blade of Erebyss",ローゼンソーン、エレビスの闇刃,"Rosenthorne, Dunkle Klinge von Erebyss","Rosenthorne, Lame Sombre d'Erebyss","Rosenthorne, Hoja Oscura de Erebyss","Rosenthorne, Lâmina Sombria de Erebyss","Розенторн, Тёмный Клинок Эребисс","Rosenthorne, Lama Oscura di Erebyss",羅森索恩，埃瑞比斯的暗黑之刃,罗森索恩，埃瑞比斯的黑暗之刃,"로젠쏜, 에레비스의 암흑검","Rosenthorne, Mroczne Ostrze Erebyss","Розенторн, Темний Клинок Еребісу","Rosenthorne, Duistere Kling van Erebyss","Rosenthorne, Erebyss'in Karanlık Kılıcı"
L_RELIC_FRIDEN,,Lamora,ラモーラ,Lamora,Lamora,Lamora,Lamora,Ламора,Lamora,拉莫拉,拉莫拉,라모라,Lamora,Ламора,Lamora,Lamora
L_RELIC_FRIDEN_EXT,,"Lamora, Gilded Scimitar of Friden",ラモラ、フリデンの金装飾湾刀,"Lamora, Vergoldeter Krummsäbel von Friden","Lamora, Cimeterre Doré de Friden","Lamora, Cimitarra Dorada de Friden","Lamora, Cimitarra Dourada de Friden","Ламора, Позолоченный Скимитар Фридена","Lamora, Scimitarra Dorata di Friden",拉莫拉，弗里登的鍍金彎刀,拉莫拉，弗里登的镀金弯刀,"라모라, 프리덴의 금빛 시미터","Lamora, Pozłacany Bułat Fridenu","Ламора, Позолочений Скімітар Фрідена","Lamora, Vergulde Kromzwaard van Friden","Lamora, Friden'in Yaldızlı Palası"
L_RELIC_GONFURIAN,,Ferro,フェロ,Ferro,Ferro,Ferro,Ferro,Ферро,Ferro,費洛,费罗,페로,Ferro,Ферро,Ferro,Ferro
L_RELIC_GONFURIAN_EXT,,"Ferro, Great Axe of Gonfurian",フェロ、ゴンフリアンの大斧,"Ferro, Große Axt von Gonfurian","Ferro, Grande Hache de Gonfurian","Ferro, Gran Hacha de Gonfurian","Ferro, Grande Machado de Gonfurian","Ферро, Секира Гонфуриана","Ferro, Grande Ascia di Gonfurian",岡弗里安的巨斧·費洛,冈弗里安的巨斧·费罗,"곤푸리안의 대도끼, 페로","Ferro, Wielki Topór Gonfuriana","Ферро, Велика Сокира Гонфуріана","Ferro, Grote Bijl van Gonfurian","Ferro, Gonfurian'ın Büyük Baltası"
L_RELIC_LISTER,,Salus,サルス,Salus,Salus,Salus,Salus,Салус,Salus,薩魯斯,萨卢斯,살루스,Salus,Салус,Salus,Salus
L_RELIC_LISTER_EXT,,"Salus, Jade Guardian of Lister",サルス、リスターの翡翠守護者,"Salus, Jadewächter von Lister","Salus, Gardien de Jade de Lister","Salus, Guardián de Jade de Lister","Salus, Guardião de Jade de Lister","Салус, Нефритовый Страж Листера","Salus, Guardiano di Giada di Lister",薩魯斯，利斯特的翡翠守護者,萨卢斯，利斯特的翡翠守护者,리스터의 비취 수호자 살루스,"Salus, Nefrytowy Strażnik Listera","Салус, Нефритовий Страж Лістера","Salus, Jade Beschermer van Lister","Salus, Lister'in Yeşim Muhafızı"
L_RELIC_MERAXIS,,Petra & Aes,ペトラ＆エース,Petra & Aes,Petra & Aes,Petra y Aes,Petra & Aes,Петра и Эйс,Petra & Aes,佩特拉與艾斯,佩特拉与艾斯,페트라 & 에스,Petra i Aes,Петра і Аес,Petra & Aes,Petra & Aes
L_RELIC_MERAXIS_EXT,,"Petra & Aes, War Drums of Meraxis",ペトラ＆エース、メラクシスの戦太鼓,"Petra & Aes, Kriegstrommeln von Meraxis","Petra & Aes, Tambours de Guerre de Meraxis","Petra y Aes, Tambores de Guerra de Meraxis","Petra & Aes, Tambores de Guerra de Meraxis","Петра и Эйс, Боевые Барабаны Мераксиса","Petra & Aes, Tamburi di Guerra di Meraxis",佩特拉與艾斯，梅拉克西斯的戰鼓,佩特拉与艾斯，梅拉克西斯的战鼓,"페트라 & 에스, 메락시스의 전쟁 북소리","Petra i Aes, Wojenne Bębny Meraxis","Петра і Аес, Бойові Барабани Мераксіса","Petra & Aes, Oorlogstrommels van Meraxis","Petra & Aes, Meraxis'in Savaş Davulları"
L_RELIC_REGALIS,,Temptation,誘惑,Versuchung,Tentation,Tentación,Tentação,Искушение,Tentazione,誘惑,诱惑,유혹,Pokusa,Спокуса,Verleiding,Ayartma
L_RELIC_REGALIS_EXT,,"Temptation, Bladed Whip of Regalis",誘惑、レガリスの刃鞭,"Versuchung, Klingengeißel von Regalis","Tentation, Fouet à Lames de Regalis","Tentación, Látigo con Cuchillas de Regalis","Tentação, Chicote de Lâminas de Regalis","Искушение, Хлыст Регалис","Tentazione, Frusta Laminata di Regalis",誘惑，雷加利斯的刀刃鞭,诱惑，雷加利斯之刃鞭,"유혹, 레갈리스의 칼날 채찍","Pokusa, Biczomiecz Regalisa","Спокуса, Клинковий Батіг Регаліса","Verleiding, Geklingde Zweep van Regalis","Ayartma, Regalis'in Bıçaklı Kırbacı"
L_RELIC_TARTARITH,,Fleshripper,フレッシュリッパー,Fleischreißer,Déchiqueteur de Chair,Desgarracarne,Rasgacarne,Свежеватель,Squarciatore di Carne,血肉撕裂者,血肉撕裂者,살점분리기,Rozdzieracz Ciał,Розривач плоті,Vleesrijter,Etbıçağı
L_RELIC_TARTARITH_EXT,,"Fleshripper, Bloodied Cleaver of Tartarith",フレッシュリッパー、タルタリスの血染めの肉裂き,"Fleischreißer, Blutiger Schlächter von Tartarith","Déchiqueteur de Chair, Couperet Ensanglanté de Tartarith","Desgarracarne, Cuchilla Ensangrentada de Tartarith","Rasgador de Carne, Cutelo Ensanguentado de Tartarith","Свежеватель, Окровавленный Тесак Тартарита","Squarciatore di Carne, Mannaia Insanguinata di Tartarith",血肉撕裂者，塔塔利斯的血染劈刀,血肉撕裂者，塔塔利斯的血腥切肉刀,"살점분리기, 타르타리스의 피 묻은 도살도","Rozdzieracz Ciał, Skrwawiony Tasak Tartaritha","Розривач Плоті, Закривавлений Тесак Тартаріта","Vleesrijter, Bebloed Hakmes van Tartarith","Etdidikleyici, Tartarith'in Kanlı Satırı"
L_RELIC_VERTRAAG,,Moonfire & Sunfury,ムーンファイア＆サンフューリー,Mondfeuer & Sonnenzorn,Feu lunaire & Fureur solaire,Fuego Lunar y Furia Solar,Fogo Lunar & Fúria Solar,Лунное пламя и Солнечная ярость,Fuocolunare & Furiadelsole,月焰與日怒,月火与日怒,월화 & 태양분노,Księżycowy Ogień i Słoneczny Gniew,Місячний вогонь і Сонячна лють,Maanvuur & Zonnefurie,Aygüneşi & Güneşöfkesi
L_RELIC_VERTRAAG_EXT,,"Moonfire & Sunfury, Mystic Orbs of Vertraag",ムーンファイア＆サンフューリー、ヴェルトラーグの神秘の宝珠,"Mondfeuer & Sonnenzorn, Mystische Kugeln von Vertraag","Feux Lunaires & Fureur Solaire, Orbes Mystiques de Vertraag","Fuego Lunar y Furia Solar, Orbes Místicos de Vertraag","Fogo Lunar e Fúria Solar, Orbes Místicos de Vertraag","Лунное пламя и Солнечный гнев, Мистические сферы Вертраага","Fuocolunare e Furiadelsole, Sfere Mistiche di Vertraag",月焰與日怒，維特拉格的神秘寶珠,月火与日怒，维特拉格的神秘宝珠,"달화와 태양분노, 베르트라그의 신비한 오브","Księżycowy Ogień i Słoneczna Furia, Mistyczne Kule Vertraaga","Місячний вогонь і Сонячна лють, Містичні сфери Вертраага","Maanvuur & Zonnewoede, Mystieke Orbs van Vertraag","Aydınateşi ve Güneşöfkesi, Vertraag'ın Mistik Küreleri"
L_RELIC_VULCANAR,,Blazefury,ブレイズフューリー,Flammenzorn,Fureur Flamboyante,Furiallamas,Fúria Flamejante,Яростное Пламя,Furiafiamma,烈焰之怒,烈焰之怒,불꽃격노,Ognisty Szał,Вогнелють,Vlamwoede,Alevöfke
L_RELIC_VULCANAR_EXT,,"Blazefury, Flaming Soul of Vulcanar",ブレイズフューリー、ヴァルカナーの燃える魂,"Flammenzorn, Flammende Seele von Vulcanar","Flamefurie, Âme Ardente de Vulcanar","Furiallama, Alma Ardiente de Vulcanar","Furiachama, Alma Flamejante de Vulcanar","Яростное Пламя, Пылающая Душа Вулканара","Fiammafuria, Anima Ardente di Vulcanar",烈焰之怒，火神伏坎納爾的熾熱靈魂,烈焰之怒，火山神的燃魂,"블레이즈퓨리, 불카나르의 불타는 영혼","Ognisty Szał, Płomienna Dusza Vulcanara","Полум'яна лють, Палаюча душа Вулканара","Vuurwoede, Vlammende Ziel van Vulcanar","Alevöfke, Vulcanar'ın Alevli Ruhu"
L_RELIC_YSEROS,,Starwrath,スターラース,Sternenzorn,Fureur Stellaire,Ira Estelar,Ira Estelar,Звездный Гнев,Iraceleste,星怒,星怒,별분노,Gniewgwiazd,Зоряний гнів,Sterrenwraak,Yıldızöfkesi
L_RELIC_YSEROS_EXT,,"Starwrath, Great Spear of Yseros",スターラス、イセロスの大槍,"Sternenzorn, Großer Speer von Yseros","Fléau Stellaire, Grande Lance d'Yseros","Furia Estelar, Gran Lanza de Yseros","Ira Estelar, Grande Lança de Yseros","Звездный Гнев, Великое Копье Исерос","Astrafuria, Grande Lancia di Yseros",星怒，伊瑟洛斯的偉大長矛,星怒，伊瑟洛斯的伟大长矛,"별분노, 이세로스의 위대한 창","Gwiezdny Gniew, Wielka Włócznia Yserosa","Зоряний Гнів, Великий Спис Ісероса","Sterrenwraak, Grote Speer van Yseros","Yıldız Gazabı, Yseros'un Büyük Mızrağı"
L_RELIC_ZONTE,,Triumvir,トリウムウィル,Triumvir,Triumvir,Triunviro,Triúnviro,Триумвир,Triumviro,三執政官,三执政官,삼두정치자,Triumwir,Тріумвір,Triumvir,Triumvir
L_RELIC_ZONTE_EXT,,"Triumvir, Arcane Sceptre of Zonte",トリウムウィル、ゾンテの秘術の笏,"Triumvir, Arkanes Zepter von Zonte","Triumvir, Sceptre Arcanique de Zonte","Triunviro, Cetro Arcano de Zonte","Triunviro, Cetro Arcano de Zonte","Триумвир, Волшебный Скипетр Зонте","Triumviro, Scettro Arcano di Zonte",三巨頭，佐特的奧術權杖,三执政官，佐特的奥术权杖,"삼두정치자, 존테의 비전 홀","Triumwir, Arkana Berło Zonte","Тріумвір, Таємничий Скіпетр Зонте","Triumvir, Arcane Scepter van Zonte","Üçlü Yönetici, Zonte'nin Gizemli Asası"
L_RELIC_AURUM,,Materium,マテリウム,Materium,Materium,Materium,Materium,Материум,Materium,物質元素,物质元,마테리움,Materium,Матеріум,Materium,Materium
L_RELIC_AURUM_EXT,,"Materium, Shifting Gem of Aurum",マテリウム、オーラムの変移する宝石,"Materium, Wechselnder Edelstein von Aurum","Materium, Gemme Changeante d'Aurum","Materium, Gema Cambiante de Aurum","Materium, Gema Mutável de Aurum","Материум, Изменчивый Самоцвет Аурума","Materium, Gemma Mutevole di Aurum",物質原石，奧倫的變幻寶石,"物质晶, 奥鲁姆的变幻宝石","마테리움, 아우룸의 변화하는 보석","Materium, Zmienny Klejnot Aurum","Матеріум, Мінливий Самоцвіт Аурума","Materium, Verschuivende Edelsteen van Aurum","Materium, Aurum'un Değişken Mücevheri"
L_RELIC_TENEBRIS,,Whisper,ささやき,Flüstern,Murmure,Susurro,Sussurro,Шёпот,Sussurro,低語,低语,속삭임,Szept,Шепіт,Fluistering,Fısıltı
L_RELIC_TENEBRIS_EXT,,"Whisper, Shadow Staff of Tenebris",ささやき、テネブリスの影杖,"Flüstern, Schattenstab von Tenebris","Murmure, Bâton d'Ombre de Tenebris","Susurro, Bastón de Sombras de Tenebris","Sussurro, Cajado Sombrio de Tenebris","Шепот, Теневой Посох Тенебриса","Sussurro, Bastone d'Ombra di Tenebris",低語，特涅布里斯暗影法杖,低语，特内布里斯暗影法杖,"속삭임, 테네브리스의 그림자 지팡이","Szept, Cienisty Kostur Tenebris","Шепіт, Тіньовий Посох Тенебріса","Fluistering, Schaduwstaf van Tenebris","Fısıltı, Tenebris'in Gölge Asası"
L_RELIC_MORTEM,,Bloodseeker,ブラッドシーカー,Blutsucher,Chercheur de sang,Buscasangre,Caçador de Sangue,Кровопийца,Cercasangue,血尋者,嗜血者,블러드시커,Krwiopijca,Кровошукач,Bloedzoeker,Kan Avcısı
L_RELIC_MORTEM_EXT,,"Bloodseeker, Hungering Dagger of Mortem",ブラッドシーカー、モーテムの飢えた短剣,"Blutsucher, Hungernder Dolch von Mortem","Cherchesang, Dague Affamée de Mortem","Buscasangre, Daga Hambrienta de Mortem","Sanguinário, Adaga Faminta de Mortem","Кровопийца, Голодный Кинжал Мортема","Cercasangue, Pugnale Famelico di Mortem",血尋者，莫特姆的飢渴匕首,血寻者，莫特姆的饥渴匕首,"블러드시커, 모템의 굶주린 단검","Krwiopijca, Głodny Sztylet Mortem","Кровошукач, Голодний Кинджал Мортема","Bloedzoeker, Hongerig Dolk van Mortem","Kanpeşinde, Mortem'in Açlık Çeken Hançeri"
L_RELIC_APOCRANOX,,Thousand Needles,サウザンドニードル,Tausend Nadeln,Mille Aiguilles,Mil Agujas,Mil Agulhas,Тысяча Игл,Mille Aghi,千針石林,千针石林,천 개의 바늘,Tysiąc Igieł,Тисяча Голок,Duizend Naalden,Bin İğne
L_RELIC_APOCRANOX_EXT,,"Thousand Needles, Honed Bow of Apocranox",サウザンド・ニードルズ、アポクラノックスの研ぎ澄まされた弓,"Tausend Nadeln, Geschliffener Bogen von Apocranox","Mille Aiguilles, Arc Affilé d'Apocranox","Mil Agujas, Arco Afilado de Apocranox","Mil Agulhas, Arco Afiado de Apocranox","Тысяча Игл, Закалённый Лук Апокранокса","Mille Aghi, Arco Affilato di Apocranox",千針，阿波克拉諾克斯的精磨之弓,千针，天启之精磨弓,"천 개의 바늘, 아포크라녹스의 예리한 활","Tysiąc Igieł, Wyostrzony Łuk Apocranoksa","Тисяча Голок, Загострений Лук Апокранокса","Duizend Naalden, Geslepen Boog van Apocranox","Bin İğne, Apocranox'un Keskinleştirilmiş Yayı"
L_RELIC_PERDITION,,Hanti & Jihi,ハンティ＆ジヒ,Hanti & Jihi,Hanti & Jihi,Hanti & Jihi,Hanti & Jihi,Ханти и Джихи,Hanti & Jihi,漢體 & 慈悲,汉提与吉希,한티 & 지히,Hanti & Jihi,Ганті & Джігі,Hanti & Jihi,Hanti & Jihi
L_RELIC_PERDITION_EXT,,"Hanti & Jihi, Sister Swords of Perdition",ハンティ＆ジヒ、滅亡の姉妹剣,"Hanti & Jihi, Schwesterschwerter des Verderbens","Hanti & Jihi, Épées Sœurs de la Perdition","Hanti y Jihi, Espadas Hermanas de la Perdición","Hanti & Jihi, Espadas Irmãs da Perdição","Ханти и Джихи, Мечи-Братья Погибеля","Hanti & Jihi, Spade Sorelle della Perdizione",漢提與慈悲，毀滅姊妹劍,汉提与慈悲，毁灭姐妹剑,"한티 & 지히, 멸망의 자매검","Hanti i Jihi, Siostrzane Miecze Zatracenia","Ханті й Джіхі, Сестринські Мечі Загибелі","Hanti & Jihi, Zusterzwaarden van het Verderf","Hanti & Jihi, Mahvın Kız Kardeş Kılıçları"
L_RELIC_VENEDON,,Dusk & Dawn,黄昏と夜明け,Dämmerung & Morgendämmerung,Crépuscule & Aube,Ocaso y Alba,Crepúsculo & Aurora,Закат и Рассвет,Crepuscolo & Alba,黃昏與黎明,黄昏与黎明,황혼 & 여명,Zmierzch i Świt,Сутінки та Світанок,Schemer & Dageraad,Alacakaranlık & Şafak
L_RELIC_VENEDON_EXT,,"Dusk & Dawn, Dual Pistols of Venedon",黄昏と暁、ヴェネドンの双拳銃,"Dämmerung & Morgenröte, Dualpistolen von Venedon","Crépuscule & Aube, Pistolets Jumeaux de Venedon","Ocaso y Alba, Pistolas Gemelas de Venedon","Crepúsculo & Aurora, Pistolas Duplas de Venedon","Закат и Рассвет, Парные Пистолеты Венедона","Crepuscolo e Alba, Pistole Gemelle di Venedon",黃昏與黎明，維尼頓的雙槍,黄昏与黎明，维尼顿双枪,"베네돈의 쌍권총, 황혼과 여명","Zmierzch i Świt, Podwójne Pistolety Venedonu","Сутінки і Світанок, Парні Пістолети Венедону","Schemer & Dageraad, Dubbele Pistolen van Venedon","Venedon'un İkiz Tabancaları, Alacakaranlık ve Şafak"
L_RELIC_CALIBAN,,Void Essence,虚無の精髄,Essenz der Leere,Essence du Néant,Esencia del Vacío,Essência do Vazio,Эссенция Пустоты,Essenza del Vuoto,虛無精華,虚空精华,공허의 정수,Esencja Pustki,Есенція Порожнечі,Leegte-essentie,Boşluk Özü
