Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_CRIT_THEEND,,The End,終わり,Das Ende,La Fin,El Fin,O Fim,Конец,Fine,結束,终结,끝,Koniec,Кінець,Het Einde,Son
L_CRIT_FURYSTORMER,,Fury Stormer,フューリーストーマー,Zornstürmer,Tempête de Fureur,Tormenta de Furia,Tempestade de Fúria,Неистовый Штурмовик,Assaltatore Furioso,狂怒風暴者,怒焰风暴者,분노의 폭풍자,Szalejąca Burza,Буревісник Люті,Woedestormer,Öfke Kasırgası
L_CRIT_SOULWARPER,,Soulwarper,ソウルワーパー,Seelenverdreher,Tisseur d'âmes,Doblegador de almas,Dobrador de Almas,Исказитель душ,Plasmatore d'Anime,靈魂扭曲者,灵魂扭曲者,영혼왜곡자,Zaklinacz Dusz,Душозмінювач,Zielvervormer,Ruh Bükücü
L_CRIT_SPELLSWORD,,Spellsword,スペルソード,Zauberschwert,Épéemage,Hechicero,Espadamago,Боевой маг,Incantaspada,法劍士,法剑士,마법검사,Magimiecz,Чародійський клинок,Tovenaarszwaard,Büyükılıç
L_CRIT_SNOWSTALKER,,Snow Stalker,スノーストーカー,Schneejäger,Traqueur des Neiges,Acechador de Nieve,Perseguidor da Neve,Снежный Охотник,Cacciatore delle Nevi,雪地獵者,雪地猎手,설인 추적자,Śnieżny Łowca,Сніжний Переслідувач,Sneeuwsluiper,Kar Avcısı
L_CRIT_CELESTIALSCARAPIN,,Celestial Scarapin,セレスティアル・スカラピン,Himmlischer Scarapin,Scarapin Céleste,Escarapín Celestial,Scarapin Celestial,Небесный Скарапин,Scarapin Celestiale,天界聖甲蟲,天界甲虫,천상의 스카라핀,Niebiański Skarapin,Небесний Скарапін,Hemelse Scarapin,Göksel Scarapin
L_CRIT_DOEDOODLE,,Doedoodle,ドゥードゥードル,Doedoodle,Doedoodle,Doedoodle,Doedoodle,Дудудл,Doedoodle,杜杜豆,杜杜豆,두두들,Doedoodle,Дудудл,Doedoodle,Doedoodle
L_CRIT_MIMPLING,,Mimpling,ミンプリング,Mimpling,Mimpling,Mimpling,Mimpling,Мимплинг,Mimpling,模仿精靈,拟态精灵,미믈링,Mimplinek,Мімплінг,Mimpling,Mimpling
L_CRIT_GENETICANOMALY,,Genetic Anomaly,遺伝的異常,Genetische Anomalie,Anomalie Génétique,Anomalía Genética,Anomalia Genética,Генетическая Аномалия,Anomalia Genetica,基因異常,基因异常,유전적 변이,Anomalia Genetyczna,Генетична Аномалія,Genetische Anomalie,Genetik Anomali
L_CRIT_MYTHICANTCHROMIS,,Mythicant Chromis,ミシカント・クロミス,Mythicant Chromis,Chromis Mythique,Cromis Mítico,Cromis Mítico,Мификант Хромис,Cromide Miticante,神幻克羅米斯,神秘彩鳍,신화의 크로미스,Mityczny Chromis,Міфічний Хроміс,Mythicant Chromis,Efsanevi Kromis
L_CRIT_URALOSWARCHIEF,,Uralos Warchief,ウラロス族長,Kriegshäuptling von Uralos,Chef de guerre d'Uralos,Jefe de Guerra de Uralos,Chefe de Guerra de Uralos,Вождь Уралос,Condottiero di Uralos,烏拉洛斯戰酋,乌拉洛斯战酋,우랄로스 전쟁족장,Wódz Wojenny Uralos,Воєвода Уралос,Oorlogsleider van Uralos,Uralos Savaş Şefi
L_CRIT_PLAINSFELKAT,,Plains Felkat,平原のフェルカット,Felkat-Ebenen,Plaines de Felkat,Felkat de las Llanuras,Felkat das Planícies,Равнины Фелкат,Felkat delle Pianure,平原費爾卡特,平原费尔卡特,평원 펠캣,Równiny Felkat,Рівнини Фелкат,Vlakten van Felkat,Felkat Ovaları
L_CRIT_DUSTFAIRY,,Dust Fairy,ダストフェアリー,Staubfee,Fée de Poussière,Hada de Polvo,Fada da Poeira,Пыльная Фея,Fata della Polvere,塵埃精靈,尘灰精灵,먼지 요정,Wróżka Pyłu,Пилова Фея,Stofelfje,Toz Perisi
L_CRIT_ONEPUNCHSNOWMAN,,One-Punch Snowman,ワンパンチ雪だるま,Ein-Schlag-Schneemann,Bonhomme de Neige à Un Coup,Muñeco de Nieve de Un Puñetazo,Boneco de Neve de Um Soco,Снеговик Одного Удара,Pupazzo di Neve Monocazzotto,一拳雪人,一拳雪人,원펀치 눈사람,Bałwan Jednego Ciosu,Сніговик-Нокаутер,Eén-Klap Sneeuwman,Tek Yumruklu Kardan Adam
L_CRIT_MIRACLESPIDER,,Miracle Spider,ミラクルスパイダー,Wunderspinne,Araignée Miracle,Araña Milagrosa,Aranha Milagrosa,Чудесный Паук,Ragno Miracoloso,奇蹟蜘蛛,奇迹蜘蛛,기적의 거미,Cudowny Pająk,Чудо-павук,Wonderspin,Mucize Örümcek
L_CRIT_IRONMAIDEN,,Iron Maiden,アイアンメイデン,Eiserne Jungfrau,Vierge de Fer,Doncella de Hierro,Donzela de Ferro,Железная Дева,Vergine di Ferro,鐵處女,铁处女,철의 처녀,Żelazna Dziewica,Залізна Діва,IJzeren Maagd,Demir Bakire
L_CRIT_WACKYBURGER,,Wacky Burger,ワッキーバーガー,Verrückter Burger,Burger Loufoque,Hamburguesa Loca,Hambúrguer Maluco,Чокнутый Бургер,Hamburger Strampalato,瘋狂漢堡,古怪汉堡,엉뚱한 버거,Zwariowany Burger,Шалений Бургер,Malle Burger,Çılgın Burger
L_CRIT_DOZENOFROT,,Dozen of Rot,ダズン・オブ・ロット,Dutzend Fäulnis,Douzaine de Pourriture,Docena de Putrefacción,Dúzia de Podridão,Дюжина Гнили,Dozzina di Putrefazione,腐爛之十二,腐烂之十二,부패의 다스,Tuzin Zgnilizny,Дюжина Гнилі,Dozijn van Verrotting,Çürük Düzinesi
L_CRIT_RIPPER,,Ripper,リッパー,Ripper,Éventreur,Destripador,Retalhador,Потрошитель,Squartatore,開膛手,撕裂者,리퍼,Rozpruwacz,Різник,Ripper,Parçalayıcı
L_CRIT_JACKOLANTERN,,Jack o' Lantern,ジャック・オ・ランタン,Kürbislaterne,Citrouille d'Halloween,Calabaza de Halloween,Abóbora de Halloween,Светильник Джека,Zucca di Halloween,南瓜燈,南瓜灯,잭 오 랜턴,Dynia Halloween,Гарбузова голова,Pompoenlantaarn,Balkabağı Feneri
L_CRIT_NIGHTMARE,,Nightmare,ナイトメア,Albtraum,Cauchemar,Pesadilla,Pesadelo,Кошмар,Incubo,夢魘,噩梦,악몽,Koszmar,Кошмар,Nachtmerrie,Kabus
L_CRIT_TOADSTOOL,,Toadstool,キノコ,Pilz,Champignon,Champiñón,Cogumelo,Поганка,Fungo,蘑菇,蘑菇,독버섯,Muchomor,Поганка,Paddenstoel,Mantar
L_CRIT_SYRINGE,,Syringe,注射器,Spritze,Seringue,Jeringa,Seringa,Шприц,Siringa,注射器,注射器,주사기,Strzykawka,Шприц,Injectiespuit,Şırınga
L_CRIT_OUROBOROS,,Ouroboros,ウロボロス,Ouroboros,Ouroboros,Ouroboros,Ouroboros,Уроборос,Ouroboros,烏洛波洛斯,衔尾蛇,우로보로스,Ouroboros,Уроборос,Ouroboros,Ouroboros
L_CRIT_DOLLFACE,,Dollface,ドールフェイス,Puppengesicht,Poupée,Carita de Muñeca,Bonequinha,Куколка,Bambolina,洋娃娃臉,洋娃娃脸,인형얼굴,Laleczka,Лялечка,Poppetje,Bebek Surat
L_CRIT_FROSTYFREEZY,,Frosty Freezy,フロスティ・フリージー,Eisiger Frost,Glacial Givré,Helado Gélido,Congelante Gelado,Морозный Холодок,Gelo Gelido,冰霜凍凍,冰霜冻结,서리 얼음,Mroźny Chłód,Морозний Холодок,Ijskoude Vriezer,Buzlu Dondurucu
L_CRIT_BOMBALLOON,,Bomballoon,ボムバルーン,Bomballon,Bomballoon,Bombalón,Bombalão,Бомбаллон,Bomballone,炸彈氣球,炸弹气球,폭탄풍선,Bombalonik,Бомбалун,Bomballon,Bombalon
L_CRIT_DRCONCOCTO,,Dr. Concocto,Dr.コンコクト,Dr. Concocto,Dr. Concocto,Dr. Concocto,Dr. Concocto,Доктор Конкокто,Dr. Concocto,康科托博士,康科托博士,닥터 콘콕토,Dr. Concocto,Доктор Конкокто,Dr. Concocto,Dr. Concocto
L_CRIT_SIRROQUEFORT,,Sir Roquefort,サー・ロックフォール,Sir Roquefort,Sir Roquefort,Sir Roquefort,Sir Roquefort,Сэр Рокфор,Sir Roquefort,羅克福特爵士,洛克福特爵士,로크포르 경,Sir Roquefort,Сер Рокфор,Heer Roquefort,Sir Roquefort
L_CRIT_PHENOMINALPOSSUM,,Phenominal Possum,フェノメナル・ポッサム,Phänomenales Opossum,Opossum Phénoménal,Zarigüeya Fenomenal,Gambá Fenomenal,Феноменальный Опоссум,Opossum Fenomenale,非凡負鼠,非凡负鼠,환상적인 주머니쥐,Fenomenalny Opos,Феноменальний Опосум,Fenomenale Buidelrat,Olağanüstü Opossum
L_CRIT_BENTHICGUARDIAN,,Benthic Guardian,ベンシックガーディアン,Wächter der Tiefsee,Gardien Benthique,Guardián Bentónico,Guardião Bêntico,Бентический Страж,Guardiano Bentico,深淵守護者,深渊守护者,심해 수호자,Strażnik Głębin,Бентичний Вартовий,Bentische Bewaker,Bentik Muhafız
L_CRIT_CHRONOSHATTERWYRM,,Chronoshatter Wyrm,クロノシャッター・ワイアーム,Chronosplitter-Wyrm,Wyrm Brise-Temps,Wyrm Quebrador del Tiempo,Wyrm Estilhaça-tempo,Хрономолот-Виверна,Drago Frantumatore del Tempo,時裂巨龍,时裂巨龙,시간분쇄 용룡,Chronorozbijający Wij,Хроноруйнівний Вирм,Tijdverbrijzelende Wyrm,Zaman Parçalayan Ejderha
L_CRIT_SLASHSHIFTER,,Slash Shifter,スラッシュシフター,Klingenwandler,Changeur de Tranche,Cambiador de Corte,Trocador de Corte,Мастер Клинка,Mutaforma Fendente,斬擊轉換者,斩击转换者,슬래시 시프터,Zmiennoostrze,Змінювач Розтину,Zwaardverschuiver,Kılıç Değiştirici
L_CRIT_GRAVEBOUNDEIDOLON,,Gravebound Eidolon,グレイヴバウンド・エイドロン,Grabgebundenes Eidolon,Eidolon Lié-à-la-Tombe,Eidolón Sepulcral,Eidolon Sepulcral,Могильный Эйдолон,Eidolon Vincolato alla Tomba,墓縛靈體,墓缚幻灵,무덤에 묶인 에이돌론,Eidolon Związany z Grobem,"Ейдолон, Прив'язаний до Могили",Grafgebonden Eidolon,Mezara Bağlı Eidolon
L_CRIT_COPYCAT,,Copycat,コピーキャット,Nachahmer,Copie-chat,Imitador,Imitador,Имитатор,Imitatore,模仿者,模仿者,모방자,Naśladowca,Імітатор,Kopieerkat,Taklitçi
L_CRIT_COOTIE,,Cootie,クーティー,Cootie,Cootie,Cootie,Cootie,Кути,Cootie,小蟲,虱子,쿠티,Cootie,Кутя,Cootie,Cootie
L_CRIT_LUNARIS,,Lunaris,ルナリス,Lunaris,Lunaris,Lunaris,Lunaris,Лунарис,Lunaris,露娜莉絲,露纳里斯,루나리스,Lunaris,Лунаріс,Lunaris,Lunaris
L_CRIT_SOLARIS,,Solaris,ソラリス,Solaris,Solaris,Solaris,Solaris,Соларис,Solaris,索拉里斯,索拉里斯,솔라리스,Solaris,Соляріс,Solaris,Solaris
L_CRIT_CLINGSLIME,,Clingslime,クリングスライム,Klebeschleim,Gluvisqueux,Babapegajosa,Gosmalime,Липкослизь,Melmaappiccicosa,黏漿史萊姆,黏泥怪,끈적이,Lepikiszlam,Липкослиз,Kleefslijn,Yapışkanbalçık
L_CRIT_EYEOFTHEGORGON,,Eye of the Gorgon,ゴルゴンの目,Auge der Gorgone,Œil de la Gorgone,Ojo de la Gorgona,Olho da Górgona,Око Горгоны,Occhio della Gorgone,蛇髮女妖之眼,蛇发女妖之眼,고르곤의 눈,Oko Gorgony,Око Горгони,Oog van de Gorgon,Gorgon'un Gözü
L_CRIT_HOTLIPS,,Hot Lips,ホットリップス,Heiße Lippen,Lèvres Ardentes,Labios Ardientes,Lábios Quentes,Горячие Губки,Labbra Infuocate,火辣紅唇,火辣红唇,핫 립스,Gorące Usta,Гарячі Губи,Vurige Lippen,Ateşli Dudaklar
L_CRIT_MEGALODON,,Megalodon,メガロドン,Megalodon,Mégalodon,Megalodón,Megalodon,Мегалодон,Megalodonte,巨齒鯊,巨齿鲨,메갈로돈,Megalodon,Мегалодон,Megalodon,Megalodon
L_CRIT_ISCREAMMAN,,I Scream Man,アイスクリームマン,Eismann,L'Homme qui Hurle,Hombre de Helados,Homem do Sorvete,Человек-Крик,Uomo Gelato,冰淇淋人,冰淇淋人,아이스크림 맨,Człowiek Lodowy,Крижаний Крикун,IJsjesverkoper,Dondurma Adam
L_CRIT_SWARMEDHIVE,,Swarmed Hive,群がる巣,Überschwärmter Bienenstock,Ruche Envahie,Colmena Invadida,Colmeia Infestada,Кишащий Улей,Alveare Infestato,蜂群巢穴,蜂群巢穴,떼지은 군락,Rojący się Ul,Кишачий Вулик,Overspoelde Bijenkorf,Kuşatılmış Kovan
L_CRIT_KINGCROAK,,King Croak,キング・クローク,König Quak,Roi Croâk,Rey Croak,Rei Coaxante,Король Квак,Re Gracidante,蛙王,蛙王,개구리 왕,Król Kumkacz,Король Квак,Koning Kwaak,Kral Vrak
L_CRIT_HAUNTINGGLASS,,Haunting Glass,怨霊の鏡,Geisterhaftes Glas,Verre Hanté,Cristal Inquietante,Vidro Assombrado,Призрачное Стекло,Vetro Spettrale,幽魂玻璃,幽灵玻璃,유령의 유리,Nawiedzające Szkło,Примарне Скло,Spookachtig Glas,Musallat Cam
L_CRIT_JACKFROST,,Jack Frost,ジャックフロスト,Jack Frost,Jack Frost,Jack Frost,Jack Frost,Джек Фрост,Jack Frost,傑克·弗洛斯特,杰克·弗洛斯特,잭 프로스트,Jack Frost,Джек Фрост,Jack Frost,Jack Frost
L_CRIT_CHATTER,,Chatter,おしゃべり,Geplauder,Bavardage,Charla,Tagarelice,Болтовня,Chiacchierio,閒聊,闲聊,잡담,Pogawędka,Балаканина,Geklets,Gevezelik
L_CRIT_JUNKYARD,,Junkyard,ジャンクヤード,Schrottplatz,Décharge,Vertedero,Ferro-velho,Свалка,Discarica,廢棄場,垃圾场,고물상,Złomowisko,Звалище,Schroothoop,Hurdalık
L_CRIT_BADAPPLE,,Bad Apple,バッドアップル,Fauler Apfel,Mauvaise Pomme,Manzana Podrida,Maçã Podre,Гнилое Яблоко,Mela Marcia,壞蘋果,坏苹果,나쁜 사과,Zgniłe Jabłko,Погане Яблуко,Rotte Appel,Kötü Elma
L_CRIT_FURIOUSFRANK,,Furious Frank,激怒のフランク,Wütender Frank,Franck Furieux,Furioso Frank,Franco Furioso,Яростный Фрэнк,Furioso Frank,憤怒的法蘭克,狂怒的弗兰克,분노한 프랭크,Wściekły Frank,Розлючений Френк,Woedende Frank,Öfkeli Frank
L_CRIT_SCULPT,,Sculpt,彫刻,Formen,Sculpter,Esculpir,Esculpir,Ваять,Scolpire,雕塑,雕刻,조각,Rzeźbić,Ліпити,Vormgeven,Şekillendir
L_CRIT_KEGSTRUCT,,Kegstruct,ケグストラクト,Kegstruct,Kegstruct,Kegstruct,Barrilstrutura,Кегоконструкт,Kegstruct,酒桶結構,酒桶构造,케그스트럭트,Kegstruct,Бочкоконструкція,Vatenstructuur,Fıçıyapı
L_CRIT_BANEOFPIETY,,Bane of Piety,信仰の災厄,Fluch der Frömmigkeit,Fléau de la Piété,Azote de la Piedad,Ruína da Devoção,Погибель Благочестия,Flagello della Devozione,虔誠之禍,虔诚之祸,경건의 파멸,Zmora Pobożności,Прокляття Благочестя,Vloek der Vroomheid,Dindarlık Belası
L_CRIT_CRITICALMASS,,Critical Mass,クリティカルマス,Kritische Masse,Masse Critique,Masa Crítica,Massa Crítica,Критическая масса,Massa Critica,臨界質量,临界质量,임계 질량,Masa Krytyczna,Критична маса,Kritieke Massa,Kritik Kütle
L_CRIT_WEAPONSDEALER,,Weapons Dealer,武器商,Waffenhändler,Marchand d'armes,Vendedor de Armas,Vendedor de Armas,Торговец оружием,Mercante d'Armi,武器商人,武器商人,무기상,Handlarz Bronią,Торговець зброєю,Wapenhandelaar,Silah Satıcısı
L_CRIT_PARASITICCOPYCAT,,Parasitic Copycat,寄生的物真似,Parasitischer Nachahmer,Imitateur Parasite,Imitador Parásito,Parasita Imitador,Паразитический Имитатор,Imitatore Parassita,寄生模仿者,寄生拟态者,기생적 모방자,Pasożytniczy Naśladowca,Паразитичний Імітатор,Parasitaire Nabootser,Parazit Taklitçi
L_CRIT_TRAININGDUMMY,,Training Dummy,トレーニングダミー,Übungspuppe,Mannequin d'entraînement,Muñeco de Entrenamiento,Boneco de Treinamento,Тренировочный Манекен,Manichino d'Allenamento,訓練假人,训练假人,훈련용 인형,Manekin Treningowy,Тренувальний Манекен,Oefeningspop,Eğitim Kuklası
L_CRIT_LOKI,,Loki,ロキ,Loki,Loki,Loki,Loki,Локи,Loki,洛基,洛基,로키,Loki,Локі,Loki,Loki
L_CRIT_IMBUEDICON,,Imbued Icon,付与のアイコン,Erfülltes Symbol,Icône Imprégnée,Icono Imbuido,Ícone Imbuído,Наделенная Сила Икона,Icona Infusa,附魔圖示,注灵图标,주입된 아이콘,Nasycona Ikona,Наповнена Ікона,Doordrenkt Icoon,Nakşedilmiş Simge
L_CRIT_NALESATH,,Nalesath,ナレサス,Nalesath,Nalesath,Nalesath,Nalesath,Налесат,Nalesath,納勒薩斯,纳勒萨斯,날레사스,Nalesath,Налесат,Nalesath,Nalesath
L_CRIT_DARBOEN,,Darboen,ダーボーン,Darboen,Darboen,Darboen,Darboen,Дарбоен,Darboen,達博恩,达博恩,다르보엔,Darboen,Дарбоен,Darboen,Darboen
L_CRIT_TRION,,Trion,トリオン,Trion,Trion,Trion,Trion,Трион,Trion,特里恩,特里昂,트리온,Trion,Тріон,Trion,Trion
L_CRIT_XANDOR,,Xandor,ザンドール,Xandor,Xandor,Xandor,Xandor,Ксандор,Xandor,贊多爾,赞多尔,잔도르,Xandor,Ксандор,Xandor,Xandor
L_CRIT_MIREDOL,,Miredol,ミレドル,Miredol,Miredol,Miredol,Miredol,Миредол,Miredol,米雷多爾,米雷多尔,미레돌,Miredol,Міредол,Miredol,Miredol
L_CRIT_GORPIN,,Gorpin,ゴーピン,Gorpin,Gorpin,Gorpin,Gorpin,Горпин,Gorpin,戈平,戈平,고르핀,Gorpin,Горпін,Gorpin,Gorpin
L_CRIT_RASTOC,,Rastoc,ラストック,Rastoc,Rastoc,Rastoc,Rastoc,Расток,Rastoc,拉斯托克,拉斯托克,라스톡,Rastoc,Расток,Rastoc,Rastoc
L_CRIT_BALCAN,,Balcan,バルカン,Balcan,Balcan,Balcan,Balcan,Балкан,Balcan,巴爾坎,巴尔坎,발칸,Balcan,Балкан,Balcan,Balcan
L_CRIT_WURMIND,,Wurmind,ワームマインド,Wurmgeist,Wurmind,Wurmind,Wurmind,Вурминд,Wurmind,蟲心,蠕虫意志,웜마인드,Wurmind,Вурмінд,Wurmgeest,Wurmind
L_CRIT_STRUCTICON,,Structicon,ストラクティコン,Strukturikon,Structicon,Structicon,Structicon,Структикон,Structicon,結構體,结构体,스트럭티콘,Strukturon,Структикон,Structicon,Yapıkon
L_CRIT_SKYCATACLYSM,,Sky Cataclysm,天空の大変動,Himmelskatastrophe,Cataclysme Céleste,Cataclismo Celestial,Cataclismo Celeste,Небесный Катаклизм,Cataclisma Celeste,天空浩劫,天空灾变,천공 대재앙,Kataklizm Niebios,Небесний Катаклізм,Hemelcataclysme,Gökyüzü Felaketi
L_CRIT_VOLCANICCATACLYSM,,Volcanic Cataclysm,火山の大異変,Vulkanische Katastrophe,Cataclysme Volcanique,Cataclismo Volcánico,Cataclismo Vulcânico,Вулканический Катаклизм,Cataclisma Vulcanico,火山浩劫,火山灾变,화산 대격변,Wulkaniczny Kataklizm,Вулканічний Катаклізм,Vulkanische Catastrofe,Volkanik Kataklizma
L_CRIT_OCEANICCATACLYSM,,Oceanic Cataclysm,海洋の大変動,Ozeanische Katastrophe,Cataclysme Océanique,Cataclismo Oceánico,Cataclismo Oceânico,Океанический Катаклизм,Cataclisma Oceanico,海洋浩劫,海洋灾变,해양 대격변,Oceaniczny Kataklizm,Океанічний Катаклізм,Oceanische Catastrofe,Okyanus Felaketi
L_CRIT_STORMCATACLYSM,,Storm Cataclysm,ストームカタクリズム,Sturmkataklysmus,Cataclysme de Tempête,Cataclismo Tormentoso,Cataclismo Tempestuoso,Катаклизм Бури,Cataclisma Tempestoso,風暴大災變,风暴灾变,폭풍 대격변,Kataklizm Burzy,Буревій Катаклізм,Stormcataclysme,Fırtına Felaketi
L_CRIT_TERRACATACLYSM,,Terra Cataclysm,テラ・カタクリズム,Terra Kataklysmus,Terra Cataclysm,Terra Cataclismo,Terra Cataclysm,Terra Катаклизм,Terra Cataclysm,泰拉浩劫,大地灾变,테라 카타클리즘,Terra Kataklizm,Катаклізм Терри,Terra Cataclysm,Terra Kataklizması
L_CRIT_GLACIALCATACLYSM,,Glacial Cataclysm,氷河の大変動,Glaziale Katastrophe,Cataclysme Glaciaire,Cataclismo Glacial,Cataclismo Glacial,Ледяной Катаклизм,Cataclisma Glaciale,冰河浩劫,冰川灾变,빙하의 대재앙,Lodowcowy Kataklizm,Льодовиковий Катаклізм,Glaciale Catastrofe,Buzul Felaket
L_CRIT_PANDEMICCATACLYSM,,Pandemic Cataclysm,パンデミック・カタクリズム,Pandemische Katastrophe,Cataclysme Pandémique,Cataclismo Pandémico,Cataclismo Pandêmico,Пандемический Катаклизм,Cataclisma Pandemico,瘟疫大災變,瘟疫大灾变,전염병 대재앙,Katastrofa Pandemii,Пандемічний Катаклізм,Pandemische Catastrofe,Pandemi Felaketi
L_CRIT_EXPLOSIVECATACLYSM,,Explosive Cataclysm,爆発的大異変,Explosiver Kataklysmus,Cataclysme Explosif,Cataclismo Explosivo,Cataclismo Explosivo,Взрывной Катаклизм,Cataclisma Esplosivo,爆裂天災,爆裂灾变,폭발적 대격변,Wybuchowy Kataklizm,Вибуховий Катаклізм,Explosieve Catastrofe,Patlayıcı Kataklizma
L_CRIT_ALMIGHTYCATACLYSM,,Almighty Cataclysm,全能なる大災厄,Allmächtiger Kataklysmus,Cataclysme Tout-Puissant,Cataclismo Todopoderoso,Cataclismo Todo-Poderoso,Всемогущий Катаклизм,Cataclisma Onnipotente,至高天災,全能灾变,전능한 대재앙,Wszechmocny Kataklizm,Всемогутній Катаклізм,Almachtige Catastrofe,Kudretli Kataklizma
L_CRIT_NUCLEARCATACLYSM,,Nuclear Cataclysm,核の大災厄,Nuklearer Kataklysmus,Cataclysme Nucléaire,Cataclismo Nuclear,Cataclismo Nuclear,Ядерный Катаклизм,Cataclisma Nucleare,核子浩劫,核灾浩劫,핵 대재앙,Nuklearny Kataklizm,Ядерний Катаклізм,Nucleaire Catastrofe,Nükleer Kataklizma
L_CRIT_COSMICCATACLYSM,,Cosmic Cataclysm,コズミック・カタクリズム,Kosmische Katastrophe,Cataclysme Cosmique,Cataclismo Cósmico,Cataclismo Cósmico,Космический Катаклизм,Cataclisma Cosmico,宇宙浩劫,宇宙灾变,우주의 대격변,Kosmiczny Kataklizm,Космічний Катаклізм,Kosmische Catastrofe,Kozmik Kataklizma
L_CRIT_MIRELINGSTRIKER,,Mireling Striker,ミアリング・ストライカー,Mireling-Streicher,Frappeur Mirelin,Golpeador Mireling,Atacante Mireling,Ударник Мирелинг,Assalitore Mireling,米爾林打擊者,米尔灵打击者,미어링 스트라이커,Uderzacz Mirelingów,Ударник Мірелінг,Mireling Aanvaller,Mireling Saldırganı
L_CRIT_MIRELINGCORRUPTOR,,Mireling Corruptor,ミアリング・コラプター,Mireling-Verderber,Corrupteur Mirelin,Corruptor Mireling,Corruptor Mireling,Осквернитель Мирлингов,Corruttore Mireling,米爾靈腐化者,米尔灵腐化者,미어링 타락자,Korumpujący Mireling,Мірлінг-розбещувач,Mireling Verderver,Mireling Yozlaştırıcı
L_CRIT_MIRELINGARBITRATOR,,Mireling Arbitrator,ミアリング裁定者,Mireling-Schlichter,Arbitre Mireling,Árbitro Mireling,Árbitro Mireling,Арбитр Мирлингов,Arbitro Mireling,米爾靈仲裁者,米尔灵仲裁者,미어링 중재자,Rozjemca Mirelingów,Арбітр Мірелінгів,Mireling Scheidsrechter,Mireling Hakem
L_CRIT_MIRELINGDARTFROG,,Mireling Dart Frog,ミレリング・ダート・フロッグ,Mireling-Pfeilgiftfrosch,Grenouille Dard Mireline,Rana Dardo Mireling,Sapo-dardo Mireling,Дротиковая лягушка-мирлинг,Rana Dardo Mireling,奇幻飛鏢蛙,米尔林毒箭蛙,미어링 독화살개구리,Strzałka Żabka Mireling,Дротикова Жаба-Найманець,Mireling Pijlgifkikker,Mireling Zehir Kurbağası
L_CRIT_MIRELINGSPELLSCATTERER,,Mireling Spellscatterer,ミアリング・スペルスキャッタラー,Mireling Zauberstreuer,Disperseur de Sorts Mirelin,Disipador de Hechizos Mireling,Dispersor de Magia Mireling,Мирлинг-Раскидыватель Заклинаний,Disseminatore di Incantesimi Mireling,米爾靈法術散射者,米尔灵法术散射者,미어링 주문분산자,Rozpraszacz Czarów Mireling,Чаклун-Розсіювач Мірелінг,Mireling Spreukverstrooier,Büyü Saçıcı Mireling
L_CRIT_KALEIDOTOAD,,Kaleido-toad,カレイドトード,Kaleido-Kröte,Crapaud-kaléido,Sapo-caleidoscopio,Sapo-caleidoscópio,Калейдо-жаба,Rana-caleidoscopio,萬花蟾蜍,万花蟾蜍,만화경두꺼비,Kaleido-ropucha,Калейдо-жаба,Kaleido-pad,Kaleido-kurbağa
L_CRIT_UNDERDWELLERROTTHIEF,,Underdweller Rot-thief,アンダードウェラー・ロットシーフ,Unterirdischer Fäulnisdieb,Voleur-de-Pourriture des Profondeurs,Ladrón de Podredumbre Subterráneo,Ladrão-de-Podridão das Profundezas,Гнилокрад из Подземья,Ladro Marcio degli Abissi,地底腐盜者,地底鼠贼,지하거주자 부패도둑,Podziemny Złodziej-Zgnilizny,Гнильний Злодій з Підземелля,Onderaardse Rotdief,Yeraltı Çürük-hırsızı
L_CRIT_UNDERDWELLERHEXBLADE,,Underdweller Hexblade,アンダードウェラー・ヘックスブレイド,Unterirdischer Hexenklinge,Lame Hexagonale des Profondeurs,Hoja Hexagonal del Submundo,Lâmina Arcana Subterrânea,Подземный Колдоклинок,Esalama dell'Abisso,地底居民魔劍士,地底居民魔刃,지하 거주자 주술검,Ostrze Klątwy Podziemi,Підземний Відьмоклинок,Onderaardse Hexkling,Yeraltı Büyücükılıcı
L_CRIT_UNDERDWELLERMISCHIEFMAKER,,Underdweller Mischiefmaker,アンダードウェラー・ミスチーフメーカー,Unterweltler-Unheilstifter,Farceur des Profondeurs,Embaucador de las Profundidades,Travesseiro das Profundezas,Проказник из Подземелья,Malfattore dei Sotterranei,地底搗蛋鬼,地下居民捣蛋鬼,지하 거주자 장난꾸러기,Psotnik z Podziemi,Підземний Бешкетник,Onderaardse Onruststoker,Yeraltı Yaramazı
L_CRIT_UNDERDWELLERRIPPER,,Underdweller Ripper,アンダードウェラー・リッパー,Unterirdischer Schlitzer,Éventreur des Profondeurs,Destripador de las Profundidades,Dilacerador das Profundezas,Потрошитель из Подземелья,Squartatore degli Abissi,地底撕裂者,地底撕裂者,지하 거주자 리퍼,Rozpruwacz z Podziemi,Потрошитель з Підземелля,Onderaardse Verscheurder,Yeraltı Parçalayıcısı
